data_snapshot;Coluna1;area;conhecimento_total_area;hhi_conhecimento;share_top1;share_top2;analista_top1;analista_top2;n_analistas_com_conhecimento;cenario;n_analistas_cenario;execucao
30/07/2026;09:00:00.000000000;Contratos;2,775556077;0,275135397;0,360228872;0,720419856;Davi;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Direito digital;1,672335698;0,248083903;0,443180911;0,535984093;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Direito financeiro;1,913624719;0,303034393;0,513390253;0,594491878;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Governança;1,796350595;0,157718805;0,235454332;0,410839431;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Propriedade intelectual;1,125844668;0,143176594;0,158753956;0,303310565;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Regulatório;1,929042865;0,306414638;0,51727955;0,597732958;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Societário;2,773133627;0,274987088;0,360463487;0,720175631;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Trabalhista;1,277958474;0,144316665;0,171461233;0,319612733;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
30/07/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Concorrencial;2,153356013;0,158366006;0,211757457;0,396281052;Caim;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Contencioso;1,825913792;0,160223038;0,247814973;0,422873324;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Contratos;2,775792945;0,275149916;0,360225111;0,720443714;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Direito digital;1,697227682;0,253884396;0,451347365;0,542789471;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Direito financeiro;1,922859209;0,305061223;0,515727186;0,596439322;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Governança;1,832846869;0,157946267;0,230765885;0,413643345;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Propriedade intelectual;1,138428022;0,143217193;0,157911576;0,306013237;Caim;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Regulatório;1,929244398;0,306458696;0,517329976;0,59777498;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Societário;2,774338525;0,275060848;0,360386963;0,720297159;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Trabalhista;1,304315404;0,144215414;0,167996434;0,318204577;Adão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
13/08/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Concorrencial;2,351297481;0,163805223;0,222400148;0,416331029;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Contencioso;1,875864323;0,160213056;0,241216154;0,412432563;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Contratos;2,775913297;0,275157293;0,360228896;0,720455834;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Direito digital;1,701002219;0,254762469;0,452564829;0,543804024;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Direito financeiro;1,922917321;0,305073957;0,515741821;0,596451518;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Governança;1,85096316;0,157457011;0,228507265;0,410445749;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Propriedade intelectual;1,138428022;0,143217193;0,157911576;0,306013237;Caim;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Regulatório;1,930120697;0,306650228;0,517549114;0,597957595;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Societário;2,77505652;0,275104816;0,360339071;0,720369527;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Trabalhista;1,306473112;0,1442154;0,167718979;0,317679046;Adão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
27/08/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Concorrencial;2,461090969;0,167738934;0,228135648;0,441329679;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Contencioso;1,930674862;0,161203087;0,234368192;0,426339155;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Contratos;2,775948464;0,275159448;0,360231665;0,720459376;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Direito digital;1,707197745;0,256202748;0,454551505;0,545459588;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Direito financeiro;1,92666451;0,305894452;0,51668366;0,597236383;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Governança;1,918491154;0,15657541;0,221362791;0,406892779;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Propriedade intelectual;1,150639279;0,143416263;0,157142505;0,313378231;Esaú;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Regulatório;1,930411088;0,306713686;0,517621689;0,598018074;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Societário;2,775736247;0,275146443;0,360255838;0,720438004;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Trabalhista;1,37608347;0,145391506;0,177485547;0,336720318;Esaú;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
10/09/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Concorrencial;2,727344391;0,157452885;0,205864205;0,398245447;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Contencioso;1,935163589;0,161317992;0,234728693;0,427106154;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Contratos;2,775966499;0,275160553;0,360231986;0,720461192;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Direito digital;1,723908517;0,260080765;0,459838831;0,549865692;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Direito financeiro;1,92739371;0,306053988;0,516866515;0,597388762;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Governança;2,046999852;0,156466521;0,207465846;0,394194357;Abraão;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Propriedade intelectual;1,188614747;0,14392887;0,164829518;0,317833195;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Regulatório;1,930724003;0,306782057;0,517699869;0,598083224;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Societário;2,775826777;0,275151991;0,3602478;0,720447121;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Trabalhista;1,378222259;0,145359896;0,177210117;0,33619778;Esaú;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
24/09/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Concorrencial;2,786872596;0,159640969;0,221670257;0,409942195;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Contencioso;1,936814909;0,161371519;0,234528564;0,4275946;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Contratos;2,77598137;0,275161465;0,360231589;0,720462689;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Direito digital;1,726219056;0,260616126;0,460561835;0,550468196;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Direito financeiro;1,927700883;0,30612118;0,516943501;0,597452917;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Governança;2,088523992;0,157527631;0,203341;0,394402637;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Propriedade intelectual;1,19067991;0,143954002;0,16547972;0,318218021;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Regulatório;1,930884331;0,306817085;0,517739916;0,598116597;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Societário;2,775926924;0,275158128;0,360236609;0,720457207;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Trabalhista;1,379527775;0,145420888;0,177988764;0,336825969;Esaú;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
08/10/2026;09:00:00.000000000;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Concorrencial;2,786872596;0,159640969;0,221670257;0,409942195;Caim;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Contencioso;1,97378492;0,159306677;0,230135723;0,419585533;Abraão;Caim;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Contratos;2,775984752;0,275161672;0,360231625;0,72046303;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Direito digital;1,726219056;0,260616126;0,460561835;0,550468196;Esaú;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Direito financeiro;1,929087736;0,306424448;0,517290778;0,597742315;Jacó;Eva;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Governança;2,109003317;0,158252005;0,201366472;0,400283247;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Propriedade intelectual;1,191732717;0,143970177;0,165333531;0,318820325;Abraão;Esaú;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Regulatório;1,930990724;0,306840329;0,517766487;0,598138739;Caim;Jacó;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Societário;2,775948875;0,275159473;0,360234957;0,720459417;Eva;Abraão;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Trabalhista;1,379527775;0,145420888;0,177988764;0,336825969;Esaú;Adão;7;cenario_1_base;7;cenario_1_base_7_analistas
14/10/2026;09:03:59.999999999;Tributário;1,151236679;0,145487494;0,190334742;0,325950623;Adão;Davi;7;cenario_1_base;7;cenario_1_base_7_analistas
